titulo,descripcion,fecha_publicacion,etiquetas,categoria_id,thumbnails,idioma,vistas,likes,dislikes,comentarios,favoritos,duracion,dimension,definicion,caption,proyeccion,estado_upload,estado_privacidad,licencia,embeddable,publicStatsViewable,madeForKids
EL NINJA PSICOPATA | Happy Wheels | Momentos Divertidos #3,"MOTHER OF GOD ESE """"""TRICKSHOT"""""". Like para moaaaar momentos divertidos en Happy Wheels! 

Miniatura by: Mahi https://twitter.com/MahiStuff
Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2015-01-21T18:40:43Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'happy wheels', 'happy whils', 'happy elrubius', 'rubius happy wheels', 'momentos divertidos', 'cam', 'montaje', 'editado', 'mejores momentos', 'momentos', 'montage', 'castellano', 'latino', 'random', 'musica', 'ep 3', 'episodio 3', 'tres']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,8509899,254251,0,6451,0,PT7M43S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
POR QUE CREAN ESTOS JUEGOS | Succulent,"Like por el final inesperado. Y fap si tu cerebro no puede procesar lo que has visto... D: HELADOS
#NOHOMO
Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2015-01-19T17:53:39Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'helado', 'suculent', 'succulent', 'suculento', 'chupar', 'hombres', 'juego raro', 'raro', 'random', 'montaje', 'mejor', 'editado', 'goty', 'juego del año', 'simulador']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,3673005,214848,0,13140,0,PT4M20S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
TODO EL MUNDO CONTRA MI | Rust,"Like por el salseo descontrolado en la caja del avion D:! Y fap para moaaaaaaaaaaaar Rust! Tendre que ponerme a hacer la casa nueva... OTRA VEZ. GRACIAS OBAMA
Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2015-01-18T18:21:11Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'rust', 'rust 4', 'rust elrubius', 'minecraft', 'realista', 'arma', 'casa', 'casas', 'survival', 'gente', 'online', 'multijugador', 'calvos', 'vecinos', 'trolls', 'avion', 'caja', 'montaje', 'mejor']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,8111896,232129,0,7667,0,PT12M54S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
LABERINTO DEL TERROR | Dungeon Nightmares 2,"Like si crees que es de los mejores juegos de terror en muuucho tiempo :D A VER SI SALE PRONTO EL SILENT HILLS! Y fap por el tesoro de Gollum :3 ES MIIIIIIIIOOOOO MI TESOROOOO

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2015-01-16T22:07:38Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'terror', 'horror', 'miedo', 'susto', 'sustos', 'salto', 'grito', 'niña', '2015', 'mejor', 'cam', 'videojuego', 'pc', '1080', 'gollum']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,5962418,222183,0,12848,0,PT16M46S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
AVENTURAS EN LAS VEGAS | Epic Vlog,"Like por todo el putiferio de luces awesome :D
Me han invitado a ir a Estados Unidos para grabar unas cosas MUY GUAYS que ya subiré dentro de poco. Tiene que ver con el Especial 10 millones! JHQWEKQWJEHQKEHJHFJHFFFF NO PUEDO ESPERAR MAS

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2015-01-14T22:25:05Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'las vegas', 'vegas', 'vlog', 'epic vlog', 'blog', 'star wars', 'frozen', 'luces', 'fuente', 'real', 'vida', 'padrino', 'parque de atracciones', 'beatbox', 'viral', 'el rubius omg', 'let it go', 'casino', 'ciudad', 'viaje', 'viajando', '1080', 'hd', 'random', 'montaje', 'mejor', 'editado']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,7645655,306773,0,16303,0,PT11M5S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
PICTIONARY CON AMIGOS!,"Like por la felicidad extrema de Lana. Y fap por el caballo-perro de Willy! :D
Video de Luzu y Lana: https://www.youtube.com/watch?v=8Yy-2lKEF7I
Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2015-01-07T21:01:18Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'pictionary', 'dibujo', 'dibujos', 'dibujando', 'pizarra', 'luzu', 'alexby', 'lana', 'luzana', 'salon', 'casa', 'amigos', 'el rubius omg', 'willyrex', 'caballo', 'palomitas']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,17517740,601406,0,19880,0,PT7M37S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
LOS VECINOS TROLLS | Rust,"Like por el Friendly Jumping :D Ese hombre merecia vivir huehue. Y fap si crees que ha sido el episodio mas salseante de la historia del salseo D:!
Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2015-01-04T19:24:14Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'rust', 'rust elrubius', 'minecraft', 'realista', 'dayz', 'survival', 'casa', 'trolleado', 'invasion', 'vecinos', 'arma', 'animales', 'hombres']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,12094220,440580,0,13970,0,PT13M27S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
EL PROTECTOR DE LAS VACAS | TTT,"Like por la espada que acabó con todos xD Y fap para moaaaaaaaar TTT!
DAT TRUCO ANTI-TRAIDORES ES LA CLAVE
Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2015-01-02T19:58:10Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'ttt', 'trouble in terrorist town', 'terrorist', 'gmod', 'garrys mod', 'terrorista', 'vaca', 'vacas', 'willyrex', 'mangel', 'alexby', 'amigos', 'montaje', 'editado', 'mejor', 'disparos']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,12931262,306560,0,9551,0,PT9M20S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
ESCAPA COMO PUEDAS | The Hunter Primal,"Like si POOOM PORROMPOMPOMPOMPOM POM POM POM POOOOOOOOOM. Estabamos malos cuando grabamos esto. Por eso tenemos la voz tan nasal D:

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2014-12-31T19:50:28Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'dinosaurio', 'dinosaurios', 'hunter primal', 't rex', 'velocirraptor', 'juego dinosaurios', 'dino', 'primal', 'multijugador', 'cam', 'bosque', 'survival', 'trex', 'tiranosaurio', 'escopeta', 'online', 'multiplayer']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,7430227,183165,0,7288,0,PT8M24S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
EL BARRIO DEL SALSEO | Rust,"Like si quieres que vuelva a casa de Geoffrey PARA MI DULCE VENGANZA MUHAHAHSDHDHASHDASHD ok ya. Y fap para moaaar Rust! :D A partir de aqui ya es donde se pone muuuuy interesante el juego :3
Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2014-12-29T18:39:33Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'rust', 'rust ep 2', 'rust rubius', 'mejor', 'editado', 'minecraft', 'hd', '2015', 'nuevo', 'parche', 'cam', 'walkthrough', 'capitulo', 'episodio', 'serie', 'guia', 'tutorial', 'jaja', 'videos de risa', 'survival', 'dayz', 'casa', 'bosque']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,8328634,379959,0,13064,0,PT10M15S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
MONTANDO EN UN TANQUE REAL!,"Like si te gusta el nombre de la gata. ES DEFINITIVO! NO SE ACEPTAN CAMBIOS! QUE SI NO SE CONFUNDE! 
Mirad el corto del tanque y el sorteo acá! http://youtu.be/d4AYNMKhDdk 1000 ENTRADAS BABY. SONY PICTURES SPAIN ESTÁ OP


Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2014-12-28T18:35:42Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'tanque', 'tanke', 'tank']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,4249569,213940,0,22357,0,PT4M18S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
HOMBRES DESNUDOS AMABLES | Rust,"Like si crees que mi casa va a quedar DIVINA DE LA MUERTE :D Y fap para moaaar Rust! (Solo o con amigos? que os gusta mas? :v)

YA PODEIS VERLO TODOS! :D Habian puesto restricción de edad sin querer pero ya está quitado.
Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2014-12-26T20:03:28Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'rust', 'hombres', 'minecraft', 'realista', 'minecraft real', 'survival', 'online', 'mmo', 'construir', 'madera', 'caza', 'piedra', 'bosque', 'casa', 'minecart', 'censurado', 'el rubius omg', 'cara', 'random', 'editado', 'mejor', 'montaje', 'ep 1', 'capitulo', 'walkthrough', 'tutorial', 'craft']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,8163259,289561,0,12802,0,PT11M14S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
NUEVA GATA POR NAVIDAD!,"Like si tu primera reaccion al verla ha sido ""OOOOOOOOOOOH :)"" Y comentad nombres que le pueda poner! SIGO INDECISOOO AAAAAAH. Feliz Navidad wapozzz.
Pagina Web AWESOME! http://www.elrubius.com

Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2014-12-24T18:14:00Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'gata', 'gato', 'nuevo gato', 'nuevo', 'new', 'navidad', 'nochebuena', 'cancion', 'el rubius', 'mangel', 'navidad rubius', 'gato elrubius', 'web', 'nueva', 'regalo']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,25269378,866214,0,158918,0,PT7M40S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
DINOSAURIOS EVERYWHERE | The Hunter Primal,"Like si crees que el T Rex deberia haberme echado un poco de sal y pimienta para que le hubiera sabido mejor D: Y fap para moaaaar dinosaurios! :D
Nueva WEB! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2014-12-22T20:48:57Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'dinosaurio', 'primal', 'hunter', 'the hunter primal', 't rex', 'trex', 'tiranosaurio', 'jurassic park', 'parque jurasico', 'dayz', 'survival', 'cam', 'camara', 'dinosaurios', 'isla', 'juego dinosaurio', 'el rubius omg', 'alexby', 'online', 'mejor', 'montaje', 'edit', 'editado', 'videos de risa', 'bichos']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,6209460,231545,0,8128,0,PT11M42S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
MI ESPOSA ROBOT ILLUMINATI,"Like si te ha dado demasiado miedo la parte de del demonio... Pffff, no quiero spoilear. Vedlo vosotros mismos. Y fap por mi esposa y yo! :D HA SIDO UNA HISTORIA DE AMOR QUE LA DE CREPUSCULO.
Web Oficial! :D https://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2014-12-19T20:41:44Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'troll bot', 'bot troll', 'bot', 'cleverbot', 'existor', 'exister', 'mujer', 'chica', 'esposa', 'illuminati', 'el troll bot', 'troll bot 2', 'miedo', 'reaccion', 'chat', 'chateando', 'programa', 'inteligencia', 'el rubius omg', 'boda', 'dinero', 'cara', 'real', 'mejor', 'editado', 'montaje']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,19118486,520065,0,27486,0,PT8M,2d,hd,true,rectangular,processed,public,youtube,True,True,False
PELEA DE ANIMALES EXTREMA | GTA V Random,"Like por Keanu Reeves. Y por la batalla epica de animales sobre ruedas :D Y fap para moaaar GTA V Online RANDOM!

Pagina NUEVA Oficial! :D www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2014-12-16T21:07:13Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'gta v', 'gta', 'gta v ps4', 'ps4', 'next gen', 'random', 'gta random', 'montaje', 'momentos divertidos', 'momentos', 'gta elrubius', 'mangel', 'alexby', 'minijuegos', 'gta v online', 'online', 'multijugador', 'free roam', 'coche', 'bus', 'autobus', 'videos de risa']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,19422532,402828,0,8838,0,PT11M38S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
INTENTA NO REIR CHALLENGE,"Like para moaaaar retos! :D BLASTOISE USÓ HIDROBOMBA. ES SUPER EFECTIVO!

Los videos que salen son videos que ya conociamos mangel y yo. Los veiamos hace años y siempre nos descojonabamos. Por eso nos hacen tanta gracia. HUMOR INTERNO. 

Y TRANQUILOS, LA CAMISETA LA COGI DE CASA DE MANGEL PARA NO VOLVERME A CASA MOJADO. YA PODEIS DEJAR DE DISCUTIR SOBRE ESO Y DISFRUTAD DEL VIDEO COHONE. 

NUEVA WEB! http://www.elrubius.com/
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2014-12-13T20:17:00Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'reto', 'agua', 'challenge', 'no te rias', 'intenta no reir', 'try not to laugh', 'escupe', 'escupiendo', 'reto de', 'reto del agua', 'montaje', 'mlg', 'random', 'musica', 'editado']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,42139374,1097955,0,46600,0,PT7M19S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
